,Title,Date
9407,"Microsoft, Google and others form AI consortium - no Apple, Tesla",9/29/16
9408,"Facebook, Google, Amazon, IBM and Microsoft join forces on AI ethics",9/29/16
9409,"Amazon, FB, Microsoft, Alphabet Form AI Non-Profit",9/29/16
9410,"Why Are Amazon.com, Microsoft, Facebook, Alphabet, and IBM Working Together?",9/29/16
9411,Microsoft Centralizes AI Efforts as Executive Steps Down,9/29/16
9412,"Why Are Amazon.com, Microsoft, Facebook, Alphabet, and IBM Working Together?",9/29/16
9413,"Dow 30 Stock Roundup: Nike Earnings Impress, Boeing Wins $8B Saudi Order",9/29/16
9414,BRIEF-Electronic Arts launched EA sports Fifa 17,9/29/16
9415,"Microsoft expanding artificial intelligence efforts, ramping up hiring",9/29/16
9416,Microsoft creates new artificial intelligence and research group,9/29/16
9417,"Google, Facebook and More Join Forces for Ethical AI",9/29/16
9418,Google&quot;s Allo: The Imperfect Breakthrough,9/29/16
9419,Supply Chain Talent Development Starts Early at Microsoft,9/29/16
9420,"Facebook at Work launches next month, as war with Google, Microsoft continues",9/29/16
9421,Microsoft Corp. (MSFT) Given Buy Rating at Deutsche Bank AG,9/29/16
9422,Microsoft expands artificial intelligence (AI) efforts with creation of new Microsoft AI and Research Group,9/29/16
9423,Microsoft expands artificial intelligence (AI) efforts with creation of new Microsoft AI and Research Group,9/29/16
9424,Microsoft expands artificial intelligence (AI) efforts with creation of  new Microsoft AI and Research Group,9/29/16
9425,"Supreme Court&quot;s Fall Docket: Insider Trading, Samsung v. Apple, And Adult Diapers",9/29/16
9426,"Facebook at Work launches next month, as war with Google, Microsoft continues",9/29/16
9427,"Facebook at Work launches next month, as war with Google, Microsoft continues",9/29/16
9428,Tech Stocks Are Eating the S&P 500,9/29/16
9429,"Amazon, Google, Facebook, IBM, Microsoft launch Partnership on AI",9/28/16
9430,"Why Nike Inc (NKE), Tempur Sealy International Inc (TPX) and Twitter Inc (TWTR) Are 3 of Today&quot;s Worst Stocks",9/28/16
9431,Protecting Humans and Jobs From Robots Is 5 Tech Giants&quot; Goal,9/28/16
9432,"Facebook, Google, Amazon, IBM, and Microsoft created a partnership to make AI seem less terrifying",9/28/16
9433,"Microsoft Corp.&quot;s (MSFT) ""Buy"" Rating Reaffirmed at Deutsche Bank AG",9/28/16
9434,"HPE, Microsoft Team to Offer Hybrid Cloud (HPE, MSFT)",9/28/16
9435,TRUE Private Wealth Advisors Increases Position in Microsoft Corp. (MSFT),9/28/16
9436,"Apple Teams With Deloitte To Help Businesses Implement Use Of iPhone, iPad",9/28/16
9437,Starz App Launches On Xbox One,9/28/16
9438,Workday: Drexel Likes the Expanding Market as It Trash Talks Oracle,9/28/16
9439,Technical Alert: Microsoft Back In The $58 Handle,9/28/16
9440,Walmart&quot;s Next Move Against Amazon,9/28/16
9441,What Does Microsoft&quot;s Capital Return Program Mean For You?,9/28/16
9442,"Facebook at Work launches next month, as war with Google, Microsoft continues",9/28/16
9443,"Why Big Tech Earnings Will Outperform (AMAT, SYMC)",9/28/16
9444,"Amazon Seen Dominating In Global Rise Of E-Commerce, Cloud Computing",9/28/16
9445,Microsoft Corporation&quot;s Windows 10 Adoption Slows,9/28/16
9446,Microsoft Corp Earnings: Can the Stock Live Up to Its Higher Stock Price?,9/28/16
9447,"Microsoft, Trend Micro Veteran to Head NetEnrich&quot;s Channel Marketing, Sales",9/28/16
9448,Microsoft Corp Earnings: Can the Stock Live Up to Its Higher Stock Price?,9/28/16
9449,Blockchain Will Be Used By 15% of Big Banks By 2017,9/28/16
9450,Microsoft Corporation&quot;s Windows 10 Adoption Slows,9/28/16
9451,7 Worst Products Microsoft Ever Had (MSFT),9/28/16
9452,IBM&quot;s Platforms Selected for Digitization of Bank Sohar,9/28/16
9453,Nvidia Could Provide Graphics Chips For Apple Mac Computers,9/28/16
9454,BlackBerry Stops Making Phones To Focus On Software,9/28/16
9455,4 Best ETFsStocks to Tap the Tech Boom,9/28/16
9456,Moscow&quot;s government ditches Microsoft for Russian software,9/28/16
9457,Moscow&quot;s government ditches Microsoft,9/28/16
9458,Moscow&quot;s government ditches Microsoft for Russian software,9/28/16
9459,Workday Push Into Financials Debated Post-Analyst Day,9/28/16
9460,Moscow&quot;s government ditches Microsoft for Russian software,9/28/16
9461,"Citi analysts can&quot;t get excited about Disney possibly buying Twitter for these 4 reasons (DIS, TWTR)",9/28/16
9462,MicrosoftWorkday Team Up to Expedite Cloud Computing,9/28/16
9463,"Microsoft, Bank of America Team Up on Blockchain Technology",9/28/16
9464,"Stock Market News for September 28, 2016",9/28/16
9465,"Facebook and Google Amongst Republican National Convention Donors (FB, GOOG)",9/28/16
9466,"Why Apple, Microsoft, Corning, Ariad, and More Are in the Spotlight",9/28/16
9467,Russia To End Use Of Microsoft Outlook In Favor Of Local Tech,9/28/16
9468,IR Debuts Readiness-Assessment Tool for Skype for Business,9/28/16
9469,Microsoft Corporation (MSFT) Stock Looks Set To Breach $60,9/28/16
9470,Microsoft Corporation (MSFT) Should Avoid Twitter Like the Plague,9/28/16
9471,Microsoft Corporation (MSFT) and Adobe Systems Incorporated (ADBE) Have Joined Forces,9/28/16
9472,"Will Walt Disney Co Acquire Twitter Inc? Not Likely (DIS, TWTR)",9/28/16
9473,Microsoft and BAML to Test Blockchain for Trade Finance,9/28/16
9474,"The Zacks Analyst Blog Highlights: Alphabet, Salesforce and Disney",9/28/16
9475,The Pattern Recognition Lab: Coupling Machine Learning to Brain-Inspired Computers,9/28/16
9476,Oracle Receives U.S. DOJ Clearance for Netsuite Takeover,9/28/16
9477,Here---s how Microsoft---s chairman is fighting hackers,9/28/16
9478,"Microsoft to be replaced by domestic software in Moscow, Bloomberg reports",9/28/16
9479,Samsung and HPE Partner to Accelerate Carriers&quot; Transformation to the Telco Cloud,9/28/16
9480,Industrial Technology event success at IMTS 2016,9/28/16
9481,"Nike, Microsoft Push DJIA Higher Tuesday",9/28/16
9482,Microsoft Corporation: This Could Be Huge for MSFT Stock,9/28/16
9483,Microsoft Corp. (MSFT) Rating Increased to Buy at Vetr Inc.,9/28/16
9484,Russia wants nothing to do with Microsoft&quot;s technology,9/27/16
9485,Wall Street climbs in wake of first presidential face-off,9/27/16
9486,"New Nectar Partner Program Emphasizes Proper UC Deployments, Including Skype for Business",9/27/16
9487,HPE Intros Integrated Microsoft Azure Stack Solution,9/27/16
9488,Google: The Andromeda Strain,9/27/16
9489,"Microsoft Guns for Salesforce in the Cloud, Say Deutsche, Cowen",9/27/16
9490,Big Computer Makers Cozy Up to Microsoft&quot;s Cloud,9/27/16
9491,The Stock Market Thinks Hillary Clinton Won the Debate,9/27/16
9492,Microsoft Corp. (MSFT) Shares Bought by Commerzbank Aktiengesellschaft FI,9/27/16
9493,"South Texas Money Management Ltd. Sells 5,681 Shares of Microsoft Corp. (MSFT)",9/27/16
9494,"Pettee Investors Inc. Has $722,000 Stake in Microsoft Corp. (MSFT)",9/27/16
9495,"Microsoft Signs Deal With Workday, Ramps Up Cloud Partnerships",9/27/16
9496,"3 Reasons Why Amazon.com, Inc. (AMZN) Is Going to $1,000",9/27/16
9497,"Microsoft CEO Satya Nadella on artificial intelligence, algorithmic accountability, and what he learned from Tay",9/27/16
9498,"Canadian stocks still sinking with oil, gold, but Wall Street bounces back with tech",9/27/16
9499,Small Can Work With Tech ETFs,9/27/16
9500,"Microsoft, BAML Team Up on Blockchain Project",9/27/16
9501,Twitter Buyout For $27?; FANG Expectations Raised; Prime&quot;s Video Growth -- Eye On Tech,9/27/16
9502,Aetna Will Subsidize Apple Watch In Health Care Win For Apple,9/27/16
9503,Zerto Updates Virtual Replication With Microsoft Azure Support,9/27/16
9504,Sage Payments API Portal Opens New World of Developer Collaboration,9/27/16
9505,"Microsoft, Bank of America to collaborate on blockchain technology",9/27/16
9506,Microsoft discloses new metrics to be included in FY17 reports,9/27/16
9507,Why Alphabet Inc Is the Best Home for Twitter (GOOGL),9/27/16
9508,Microsoft says to add new investor metrics with FY17 reporting,9/27/16
9509,"Disney, Microsoft said to be working on bids for Twitter (Video)",9/27/16
9510,"Who Should Buy Twitter? Salesforce, Disney or Google?",9/27/16
9511,"Adobe: Cowen Likes Shift to Azure, Marketing Deal with Microsoft",9/27/16
9512,Microsoft and Adobe Join Forces to Extend Cloud Presence,9/27/16
9513,Can gender bias be coded out of the algorithms that power software like Siri?,9/27/16
9514,"FP Watchlist: Mexican peso up on U.S. presidential debate, hope of an OPEC oil deal fades, List of Twitter suitors grows",9/27/16
9515,"Microsoft, Workday announce productivity partnership",9/27/16
9516,Disney-Twitter Acquisition Chatter Gets The Twitter Treatment,9/27/16
9517,"Twitter: Disney Bid Makes No Sense, Says RBCC; Yes, It Does, Says Monness",9/27/16
9518,"Video: HEFA, SPXE: Big ETF Outflows",9/27/16
9519,BRIEF-Microsoft and Workday announce global strategic partnership,9/27/16
9520,Hindi Support Coming To Google Assistant By End Of Year,9/27/16
9521,"Disney, Microsoft said to be working on bids for Twitter",9/27/16
9522,Will Disney&quot;s Acquisition of Twitter Suit its Portfolio?,9/27/16
9523,Microsoft and Workday announce global strategic partnership,9/27/16
9524,"Microsoft, Workday announce global strategic partnership",9/27/16
9525,Microsoft and Workday Announce Global Strategic Partnership,9/27/16
9526,Will Walt Disney Co Acquire Twitter Inc? Not Likely,9/27/16
9527,"Disney, Microsoft said to be working on bids for Twitter (Video)",9/27/16
9528,Verizon Communications Inc. (VZ) Shouldn&quot;t Even BLINK on Yahoo Deal,9/27/16
9529,"Disney, Microsoft among possible Twitter suitors, say reports",9/26/16
9530,"Twitter: Even With a Big Premium, Worth No More than $27, Says SunTrust",9/26/16
9531,Microsoft&quot;s Dividend Increase Is Music To My Ears,9/26/16
9532,Microsoft expands Lowe&quot;s HoloLens design scope,9/26/16
9533,Microsoft&quot;s Windows 10 reaches 400 million devices as adoption rate slows,9/26/16
9534,Microsoft&quot;s New Partnerships With Adobe And Renault-Nissan Look To Bolster Its Azure Cloud Platform,9/26/16
9535,Twitter Stock Surges On Disney Takeover Rumor,9/26/16
9536,General American Investors Co. Inc. Holds Position in Microsoft Corp. (MSFT),9/26/16
9537,"Thompson Investment Management Inc. Has $12,210,000 Position in Microsoft Corp. (MSFT)",9/26/16
9538,"Apple, Alphabet, Microsoft, Cisco Are Kings Of Cash",9/26/16
9539,"Microsoft Debuts New Services, Partners With Adobe",9/26/16
9540,Dividend Alert: Microsoft Corporation (NASDAQ:MSFT) Pays $0.39 Per Share,9/26/16
9541,As the Twitter Turns: Pivotal Ups Target to $27 on Disney Chatter,9/26/16
9542,Frontier Communications Corporation&quot;s Best Move in 2016 So Far,9/26/16
9543,"Tech Stock Roundup: INTC Retail Focus, CSCO-CRM Combine",9/26/16
9544,Microsoft seen as possible Twitter suitor: Source,9/26/16
9545,"Microsoft seen as potential Twitter bidder, CNBC&quot;s Faber reports",9/26/16
9546,Disney is reportedly weighing a bid for Twitter,9/26/16
9547,Microsoft is trying to &quot;solve&quot; cancer with computers,9/26/16
9548,"MLex: Microsoft-LinkedIn deal granted U.S. antitrust approval, Bloomberg says",9/26/16
9549,Salesforce.com Twitter Tweet Raises Worries Over Acquisition,9/26/16
9550,"Adobe, Microsoft Forge Cloud Partnership; Is Full Merger Next?",9/26/16
9551,"Disney is thinking about bidding on Twitter (TWTR, DIS)",9/26/16
9552,"Adobe Shifts Cloud Gears, Opts for Azure Platform",9/26/16
9553,"Oracle Corporation (ORCL) Puffs Its Chest, But Amazon.com, Inc. Isn&quot;t Impressed",9/26/16
9554,Himax: Nomura Cuts to Hold on Long Wait for Microsoft&quot;s &quot;HoloLens&quot;,9/26/16
9555,Microsoft call volume above normal and directionally bullish,9/26/16
9556,"Microsoft Announces Adobe Partnership, New Security Features",9/26/16
9557,Adobe Makes Microsoft&quot;s Azure &quot;Preferred&quot; Service,9/26/16
9558,"Why Himax Techologies, Inc. Stock Plunged Today",9/26/16
9559,Nintendo NX Listed At UK Retailer Tesco With A?349 Price Tag,9/26/16
9560,Microsoft to Plug Renault-Nissan Cars Into Cloud,9/26/16
9561,Microsoft Bemused That Sony PS4 Pro Won&quot;t Have 4K Blu-ray,9/26/16
9562,There is really only one investment banking business to be in right now,9/26/16
9563,"One Put, One Call Option To Know About for Microsoft Corporation",9/26/16
9564,"Google&quot;s Messaging App Generates Privacy Concerns (GOOG, AAPL)",9/26/16
9565,Tech Tip: So Now You Want Windows 10 &quot;??,9/26/16
9566,"Noteworthy ETF Inflows: ITOT, MSFT, INTC, BAC",9/26/16
9567,"MSFT, ADBE: Microsoft Corporation and Adobe Systems Incorporated Team Up in the Cloud",9/26/16
9568,"Renault, Nissan Partner with Microsoft for Connected Car Technology",9/26/16
9569,CyberArk Software (CYBR) Continues to Grow: Here&quot;s Why,9/26/16
9570,Amazon Web Services CEO Sells $11.2 Million Worth Shares,9/26/16
9571,"Renault, Nissan partner with Microsoft for connected car technology",9/26/16
9572,"Renault, Nissan partner with Microsoft for connected car technology",9/26/16
9573,Apple Inc. (AAPL) Is Working to Crack Serious iOS 10 Security Issue,9/26/16
9574,5 Big Retailers With Big Technology Plans,9/26/16
9575,"Renault, Nissan partner with Microsoft for connected car technology",9/26/16
9576,"Renault, Nissan partner with Microsoft for connected car technology",9/26/16
9577,Rhode Island governor: How a small state made a big breakthrough in high tech job growth,9/26/16
9578,"Microsoft&quot;s Windows 10 running on 400M active devices, ZDNet reports",9/26/16
9579,Microsoft signs multi-year deal with Renault-Nissan Alliance in connected-car collaboration,9/26/16
9580,BRIEF-Microsoft and Renault-Nissan alliance signed global multiyear deal,9/26/16
9581,"Microsoft, Adobe partner through cloud deal",9/26/16
9582,Renault-Nissan and Microsoft partner to deliver the future of connected driving,9/26/16
9583,"Stocks to Watch: Chemtura, Deutsche Bank, Array BioPharma",9/26/16
9584,"Microsoft Corp. (MSFT) Given ""Neutral"" Rating at Macquarie",9/26/16
9585,"Adobe, Microsoft partner in the Azure cloud",9/26/16
9586,Nexsan Featured in CRN 2016 Cloud Partner Program Guide,9/26/16
9587,Industry Leading Technology Partners Adopt Fortinet&quot;s Open Security Fabric,9/26/16
9588,WEBTRENDS COMPLETES EU-U.S. PRIVACY SHIELD CERTIFICATION,9/26/16
9589,Microsoft unveils new offerings to empower IT and drive digital transformation,9/26/16
9590,Renault-Nissan and Microsoft partner to deliver the future of connected driving,9/26/16
9591,Adobe and Microsoft partner in the Azure cloud to help businesses transform customer engagement,9/26/16
9592,Renault-Nissan and Microsoft Partner to Deliver the Future of Connected Driving,9/26/16
9593,Adobe and Microsoft partner in the Azure cloud to help businesses transform customer engagement,9/26/16
9594,Microsoft unveils new offerings to empower IT and drive digital transformation,9/26/16
9595,Did Microsoft Get Enough Credit for Its Massive Buyback and Dividend Hike?,9/26/16
9596,"Microsoft Corp. (MSFT) Cut to ""Hold"" at Vetr Inc.",9/26/16
9597,Industrial Technology event success at IMTS 2016,9/26/16
9598,Top tech investor Marc Andreessen has quit Twitter (again),9/26/16
9599,Microsoft Launches Subscription-Based LinkedIn Learning Skills Training Service,9/26/16
9600,Microsoft Corp. (MSFT) Position Increased by Marathon Asset Management LLP,9/26/16
9601,"Community Bank N.A. Has $3,747,000 Position in Microsoft Corp. (MSFT)",9/26/16
9602,Eqis Capital Management Inc. Cuts Position in Microsoft Corp. (MSFT),9/26/16
9603,"Billionaire David Abrams Maintains Stakes in The Western Union Company (WU), Microsoft Corporation (MSFT)",9/25/16
9604,Cobiz Investment Management LLC Sells 726 Shares of Microsoft Corp. (MSFT),9/25/16
9605,Microsoft Corp. (MSFT) Shares Bought by Zurcher Kantonalbank Zurich Cantonalbank,9/25/16
9606,"Yahoo Gets Hacked, Microsoft Is Curing Cancer And Other Small Business Technology News This Week",9/25/16
9607,"Union Bankshares Corp Purchases 4,589 Shares of Microsoft Corp. (MSFT)",9/25/16
9608,USS Investment Management Ltd Raises Position in Microsoft Corp. (MSFT),9/24/16
9609,"Twitter needs to sell now or risk becoming another Yahoo (TWTR, YHOO)",9/24/16
9610,Rare metals expert predicts North American shortage of lithium for EVsA ,9/24/16
9611,"Disney, not Salesforce, should be the company looking to buy Twitter, says early investor (TWTR, DIS)",9/23/16
9612,Microsoft Corp. (MSFT) Position Reduced by Ngam Advisors L.P.,9/23/16
9613,"Courier Capital Corp Has $3,314,000 Position in Microsoft Corp. (MSFT)",9/23/16
9614,Perficient to Present on Leveraging Advanced Office 365 Cloud Technologies at Microsoft Ignite,9/23/16
9615,"Facebook, Fraudbook?; Twitter Buyout; Tesla&quot;s Solar Roof, Lawsuit Against Michigan -- Eye On Tech",9/23/16
9616,Perficient to Present on Leveraging Advanced Office 365 Cloud Technologies at Microsoft Ignite,9/23/16
9617,"Oracle&quot;s Analyst Day Unveils Strategy, Weight Of Cloud For Goldman Sachs Analysts",9/23/16
